id,hip,hd,hr,gl,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con,lum
727,729,448,22,,,,0.150672,18.211963,87.4126,5.57,0.862,G9III,1.043,,87,Peg,39.3731353701
744,746,432,21,Gl 8,Bet Cas,Caph,0.152887,59.14978,16.7842,2.28,1.155,F2III-IV,0.38,Bet,11,Cas,30.0607630263
759,761,493,24,,Kap 1 Scl,,0.155851,-27.987928,77.4593,5.42,0.975,F3V,0.414,Kap-1,,Scl,35.4813389234
763,765,496,25,Gl 9.1,Eps Phe,,0.156836,-45.747426,44.2087,3.88,0.652,K0III,1.013,Eps,,Phe,47.7749234659
811,813,560,26,,,,0.167278,11.145813,93.633,5.54,0.683,B9V,-0.064,,34,Psc,46.4301407282
812,814,636,30,,Gam 3 Oct,,0.167293,-82.224047,78.064,5.29,0.828,K1/K2III,1.049,Gam-3,,Oct,40.6256198187
838,840,587,29,,,,0.171908,-5.248588,58.309,5.84,2.011,K1III,0.973,,,Psc,13.6646968074
839,841,571,27,,,,0.172012,46.072272,377.3585,5.01,-2.874,F2II,0.405,,22,And,1229.1361730602
871,873,645,31,,,,0.178565,-12.579897,75.0188,5.84,1.464,K0III,1,,,Cet,22.6151774611
908,910,693,33,Gl 10,,,0.187739,-15.467977,18.7477,4.89,3.525,F5V,0.487,,6,Cet,3.3884415614
928,930,720,34,,Kap 2 Scl,,0.192894,-27.799737,243.309,5.41,-1.521,K2III,1.346,Kap-2,,Scl,353.508613362
948,950,739,35,NN 3013,The Scl,,0.195552,-35.133119,21.2766,5.24,3.6,F3/F5V,0.459,The,,Scl,3.1622776602
981,983,787,37,,,,0.202773,-17.938278,190.8397,5.29,-1.113,K4III,1.478,,,Cet,242.7727847681
1065,1067,886,39,,Gam Peg,Algenib,0.220598,15.183596,120.048,2.83,-2.567,B2IV,-0.19,Gam,88,Peg,926.4031007364
1072,1074,1032,47,,,,0.222099,-84.993978,298.5075,5.78,-1.595,M0/M1III,1.71,,,Oct,378.4425847171
1084,1086,905,41,,,,0.22524,41.03537,34.904,5.71,2.996,F0IV,0.331,,23,And,5.5156919126
1094,1096,942,42,,,,0.228401,-26.022345,396.8254,5.94,-2.053,K5III,1.548,,,Scl,577.0321353329
1156,1158,1014,46,,,,0.241008,-7.780532,178.5714,5.13,-1.129,M3IIIvar,1.601,,,Cet,246.3769076722
1166,1168,1013,45,,Chi Peg,,0.243378,20.206702,112.8668,4.79,-0.473,M2III,1.572,Chi,89,Peg,134.6480288388
1169,1170,1038,48,,,,0.244005,-18.932866,137.1742,4.44,-1.246,M1III,1.64,,7,Cet,274.4100418257
1189,1191,1064,51,,,,0.248476,-9.569571,103.8422,5.77,0.688,B9V,-0.084,,,Cet,46.2168136092
1286,1288,1187,57,,,,0.269126,-31.446394,152.207,5.66,-0.252,K2III,1.35,,,Scl,109.8499845058
1351,1354,1239,60,,,,0.282513,61.533185,190.1141,5.74,-0.655,G8III,0.898,,,Cas,159.2208727051
1363,1366,1280,63,,The And,,0.284863,38.681636,94.697,4.61,-0.272,A2V,0.059,The,24,And,111.8922481955
1369,1372,1279,62,,,,0.285845,47.947405,343.6426,5.86,-1.821,B7III,-0.079,,,Cas,466.0151117022
1470,1473,1404,68,,Sig And,,0.305463,36.785224,41.3223,4.51,1.429,A2V,0.054,Sig,25,And,23.3560824663
1490,1493,1439,71,,,,0.310625,31.517227,166.6667,5.88,-0.229,A0IV,-0.014,,,And,107.5474208973
1559,1562,1522,74,,Iot Cet,,0.323799,-8.823921,84.1751,3.56,-1.066,K2III,1.214,Iot,8,Cet,232.4877101502
1595,1599,1581,77,Gl 17,Zet Tuc,,0.334142,-64.874791,8.5866,4.23,4.561,F9V,0.576,Zet,,Tuc,1.3049684141
1626,1630,1606,78,,,,0.340111,30.935614,159.7444,5.89,-0.127,B7V,-0.098,,,And,97.9039017448
1641,1645,1635,80,,,,0.343295,8.190271,125,5.38,-0.105,K3III,1.343,,41,Psc,95.9400631516
1643,1647,1685,83,,Pi  Tuc,,0.344178,-69.624913,97.561,5.5,0.554,B9V,-0.046,Pi,,Tuc,52.2877555313
1653,1657,1632,79,,,,0.345978,32.911186,191.9386,5.79,-0.626,K5III,1.595,,,And,155.0243788871
1682,1686,1671,82,,Rho And,,0.352017,37.968603,48.5437,5.16,1.729,F5III,0.442,Rho,27,And,17.7174003994
1702,1706,1801,87,,,,0.357986,-77.426873,174.8252,5.96,-0.253,K3III,1.397,,,Hyi,109.9512066879
1704,1708,1737,84,,Iot Scl,,0.358665,-28.981469,101.3171,5.18,0.152,K0III,1.006,Iot,,Scl,75.7181509715
1724,1728,1760,85,,,,0.362853,-20.058024,270.2703,5.61,-1.549,M5/M6Ib/II,1.58,,,Cet,362.7438014765
1916,1921,1976,91,,,,0.404348,52.019914,306.7485,5.58,-1.854,B5IV,-0.11,,,Cas,480.3966829297
1955,1960,2011,93,,,,0.413193,61.831057,215.0538,5.38,-1.283,B9III,0.008,,12,Cas,283.9226239425
1977,1982,2054,96,,,,0.418445,53.046786,158.2278,5.72,-0.276,B9IV,-0.056,,,Cas,112.3052347541
2000,2006,2114,97,,,,0.423391,1.939692,144.0922,5.77,-0.023,G5III,0.855,,44,Psc,88.9610704409
2016,2021,2151,98,Gl 19,Bet Hyi,,0.427916,-77.254247,7.4588,2.82,3.457,G2IV,0.618,Bet,,Hyi,3.6074473386
2069,2072,2262,100,Gl 20,Kap Phe,,0.436716,-43.679829,23.8095,3.93,2.046,A7V,0.175,Kap,,Phe,13.2312233311
2076,2081,2261,99,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,2.4,0.327,K0III...,1.083,Alp,,Phe,64.4465984742
2153,2159,2363,102,,,,0.454085,-25.54717,176.0563,5.99,-0.238,K0III,1.022,,,Scl,108.4426195767
2204,2210,2429,105,,Eta Scl,,0.465472,-33.007167,138.5042,4.86,-0.847,M2/M3III,1.634,Eta,,Scl,190.0203002577
2213,2219,2411,103,,,,0.467475,17.893125,162.0746,5.01,-1.039,M3IIIvar,1.584,,47,Psc,226.7775191567
2220,2225,2421,104,,,,0.470454,44.394452,86.6551,5.18,0.491,A2Vs,0.043,,,And,55.4115118972
2234,2240,2490,109,,,,0.474027,-39.915002,115.2074,5.42,0.113,M0III,1.556,,,Phe,78.4874103489
2347,2353,2637,117,,,,0.500655,-3.957332,173.913,5.72,-0.482,M0III,1.545,,12,Cet,135.7688064139
2349,2355,2628,114,,,,0.502045,29.751557,62.7746,5.2,1.211,A7III,0.271,,28,And,28.549598169
2371,2377,2626,113,,,,0.505534,59.977554,235.8491,5.94,-0.923,B9IIIn,-0.003,,,Cas,203.7980386287
2375,2381,2696,118,,,,0.506293,-23.78768,53.1067,5.17,1.544,A3V,0.128,,,Cet,21.0087396924
2377,2383,2726,120,,,,0.507242,-48.21491,43.0849,5.67,2.498,F2V,0.367,,,Phe,8.7256944277
2466,2472,2834,125,,Lam 1 Phe,,0.523594,-48.803514,52.9661,4.76,1.14,A0V,0.018,Lam-1,,Phe,30.4789498963
2469,2475,2767,122,,,,0.523787,33.581642,116.144,5.88,0.555,K1III...,1.133,,,And,52.2396188999
2478,2484,2884,126,,Bet 1 Tuc,,0.525725,-62.958218,41.4079,4.36,1.275,B9V,-0.064,Bet-1,,Tuc,26.9153480393
2479,2487,2885,127,,Bet 2 Tuc,,0.525946,-62.965561,51.6529,4.53,0.965,A2V,0.147,Bet-2,,Tuc,35.8096437103
2491,2497,2774,124,,,,0.528105,52.839526,116.8224,5.59,0.252,K2III,1.163,,,Cas,69.055774422
2499,2505,2772,123,,Lam Cas,,0.529539,54.522289,115.7407,4.74,-0.577,B8Vn,-0.098,Lam,14,Cas,148.1835517516
2543,2548,2913,132,,,,0.539939,6.955463,80.9717,5.69,1.148,B9.5V,-0.014,,51,Psc,30.2551980387
2562,2568,2910,131,,,,0.543189,20.294316,80,5.38,0.865,K0III,1.069,,52,Psc,39.26449354
2572,2578,3003,136,Wo 9015A,Bet 3 Tuc,,0.545512,-63.0315,45.5581,5.07,1.777,A0V,0.038,Bet-3,,Tuc,16.9511825153
2592,2599,2905,130,,Kap Cas,,0.549997,62.931783,100000,4.17,-15.83,B1Ia,0.13,Kap,15,Cas,187068214.03658
2605,2611,2952,135,,,,0.552879,54.894985,114.1553,5.93,0.643,K0III,1.037,,,Cas,48.1725903559
2655,2661,3059,138,,,,0.561401,-29.558278,165.0165,5.55,-0.538,K1III,1.262,,,Scl,142.9552140037
2705,2711,3158,140,Gl 22.2,,,0.574374,-52.37309,25.4842,5.57,3.539,F3IV-V,0.472,,,Phe,3.3450298683
2756,2762,3196,142,Gl 23A,,,0.587466,-3.592846,21.254,5.2,3.563,F8V...,0.567,,13,Cet,3.2718998362
2781,2787,3229,143,,,,0.592454,-0.50561,54.4959,5.94,2.258,F5IV,0.444,,14,Cet,10.8842873794
2796,2802,3302,147,NN 3041,Lam 2 Phe,,0.594767,-48.000907,34.8189,5.51,2.801,F6V,0.461,Lam-2,,Phe,6.60085207
2848,2854,3240,144,,,,0.602306,54.16845,164.4737,5.08,-1,B7III,-0.098,,,Cas,218.776162395
2870,2876,3283,146,,,,0.607595,60.326215,100000,5.78,-14.22,A4III,0.294,,,Cas,42461956.3946313
2894,2900,3346,152,,,,0.612903,44.488587,189.0359,5.14,-1.243,K5III,1.587,,,And,273.6528654192
2897,2903,3379,155,,,,0.613142,15.231725,318.4713,5.89,-1.625,B2.5IV,-0.146,,53,Psc,389.0451449943
2906,2912,3369,154,,Pi  And,,0.61468,33.719344,183.4862,4.34,-1.978,B5V,-0.123,Pi,29,And,538.5177219975
2914,2920,3360,153,,Zet Cas,,0.616188,53.896909,181.8182,3.69,-2.608,B2IV,-0.196,Zet,17,Cas,962.0552191862
2935,2941,3443,159,Gl 25A,,,0.622393,-24.767267,15.4012,5.57,4.632,K1V+...,0.715,,,Cet,1.2223624493
2936,2942,3421,157,,,,0.622561,35.399501,259.7403,5.45,-1.623,G5III,0.886,,,And,388.329157005
3025,3031,3546,163,,Eps And,,0.642602,29.311751,50.226,4.34,0.835,G5III...,0.871,Eps,30,And,40.3645392968
3077,3083,3574,164,,,,0.652748,49.354589,641.0256,5.45,-3.584,K5III,1.644,,,Cas,2363.7416081163
3086,3092,3627,165,,Del And,,0.655462,30.861024,32.352,3.27,0.72,K3III...,1.268,Del,31,And,44.8745389933
3087,3093,3651,166,Gl 27,,,0.656063,21.250472,11.0595,5.88,5.661,K0V,0.85,,54,Psc,0.4738053933
3132,3138,3690,167,,,,0.665436,21.438495,127.0648,5.36,-0.16,F3V...,1.16,,55,Psc,100.9252886077
3163,3170,3823,176,Gl 29,,,0.673659,-59.454604,24.9563,5.89,3.904,G1V,0.564,,,Tuc,2.3900115515
3172,3179,3712,168,,Alp Cas,Shedir,0.675116,56.537331,69.979,2.24,-1.985,K0II-IIIvar,1.17,Alp,18,Cas,542.0008904016
3186,3193,3807,174,,,,0.678437,-4.351841,144.5087,5.9,0.101,K0III,1.091,,,Cet,79.3596968196
3224,3231,3817,175,,,,0.68533,39.458664,108.8139,5.3,0.117,G8III,0.891,,32,And,78.1987840389
3238,3245,3919,180,,Mu  Phe,,0.688766,-46.085007,75.358,4.59,0.204,G8III,0.953,Mu,,Phe,72.1771949669
3271,3277,3980,183,,Xi  Phe,,0.69621,-56.501315,67.0241,5.72,1.589,Ap,0.131,Xi,,Phe,20.1557981283
3292,3299,3856,177,,,,0.700953,66.147592,158.4786,5.83,-0.17,G9III-IV,1.042,,,Cas,101.8591388054
3293,3300,3901,179,,Xi  Cas,,0.701081,50.512526,438.5965,4.8,-3.41,B2.5V,-0.105,Xi,19,Cas,2013.7242498624
3323,3330,4089,187,,Rho Tuc,,0.707869,-65.46803,41.0341,5.38,2.314,F6V,0.515,Rho,,Tuc,10.3371305235
3345,3352,4088,186,,,,0.711609,-60.262807,70.8215,5.99,1.739,K5III,1.318,,,Tuc,17.5549662962
3398,3405,4150,191,,Eta Phe,,0.722567,-57.46306,75.5287,4.36,-0.031,A0IV,0.024,Eta,,Phe,89.6189806862
3407,3414,4058,184,,Pi  Cas,,0.724466,47.024546,53.6769,4.95,1.301,A5V,0.17,Pi,20,Cas,26.2784654084
3413,3419,4128,188,Gl 31,Bet Cet,Diphda,0.72649,-17.986605,29.5334,2.04,-0.312,K0III,1.019,Bet,16,Cet,116.0913870126
3448,3455,4188,194,,Phi 1 Cet,,0.7365,-10.60955,71.6332,4.77,0.494,K0IIIvar,0.998,Phi-1,17,Cet,55.258615563
3449,3456,4211,195,,Lam 2 Scl,,0.736683,-38.421686,103.8422,5.9,0.818,K1III,1.144,Lam-2,,Scl,41.0015240507
3471,3478,4142,189,,,,0.740612,47.863984,191.2046,5.66,-0.747,B5V...,-0.113,,,Cas,173.3005735327
3496,3504,4180,193,,Omi Cas,,0.74542,48.284364,215.5172,4.48,-2.187,B5III,-0.069,Omi,22,Cas,652.8298441586
3497,3505,4247,197,Gl 31.3,,,0.745666,-22.006135,26.7451,5.22,3.084,F0V,0.35,,,Cet,5.0862769031
3513,3521,4293,198,,,,0.749187,-42.676558,64.3915,5.94,1.896,A7V,0.297,,,Phe,15.1914769845
3536,3544,4222,196,,,,0.754774,55.221396,98.8142,5.41,0.436,A2Vs,0.022,,,Cas,58.2907978867
3564,3572,4161,192,,,,0.760862,74.988073,93.0233,5.64,0.797,A2IV,0.078,,21,Cas,41.8022828954
3575,3583,4391,209,GJ 1021,,,0.76265,-47.551985,15.1584,5.8,4.897,G5IV,0.635,,,Phe,0.957634977
3599,3607,4398,210,,,,0.769929,-22.522097,93.2836,5.49,0.641,G8/K0III,0.978,,,Cet,48.2614093269
3624,3632,4408,211,,,,0.775822,15.475504,238.0952,5.36,-1.524,M4III,1.559,,57,Psc,354.4867444738
3667,3675,4482,213,,,,0.783738,11.973849,86.8056,5.51,0.817,G8II,0.987,,58,Psc,41.0393052461
3685,3693,4502,215,,Zet And,,0.788981,24.267178,58.0046,4.08,0.263,K1II,1.1,Zet,34,And,68.3596766838
3689,3697,4526,216,,,,0.789898,6.740956,141.2429,5.98,0.23,G8III,0.941,,60,Psc,70.4693068967
3709,3717,4585,218,,,,0.795339,-18.061339,108.9325,5.7,0.514,K3III,1.3,,,Cet,54.2500321631
3713,3721,4382,208,,,,0.796119,74.847573,236.4066,5.42,-1.448,B8III,-0.066,,23,Cas,330.52171687
3733,3741,4622,220,,,,0.800296,-21.722492,105.1525,5.57,0.461,B9V,-0.058,,,Cet,56.9639373341
3742,3750,4440,212,,,,0.802487,72.674482,61.237,5.86,1.925,K0IV,1.01,,,Cas,14.7910838817
3752,3760,4627,221,,,,0.804836,7.299928,177.6199,5.92,-0.327,G8III,1.104,,62,Psc,117.7063790781
3759,3765,4628,222,Gl 33,,96 G. Psc,0.806382,5.280615,7.4549,5.74,6.378,K2V,0.89,,,Psc,0.2447935666
3773,3781,4815,236,,Lam Hyi,,0.809777,-74.923438,64.9351,5.09,1.028,K5III,1.345,Lam,,Hyi,33.7909187438
3778,3786,4656,224,,Del Psc,,0.811373,7.585079,95.4198,4.44,-0.458,K5III,1.5,Del,63,Psc,132.8005886244
3793,3801,4636,223,,Nu  Cas,,0.813892,50.968168,126.2626,4.9,-0.606,B9III,-0.091,Nu,25,Cas,152.1948650904
3802,3810,4676,225,Gl 34.1,,,0.816308,16.940644,23.4522,5.07,3.219,F8V...,0.502,,64,Psc,4.4915889011
3814,3821,4614,219,Gl 34A,Eta Cas,,0.81826,57.815187,5.9531,3.46,4.586,G0V SB,0.587,Eta,24,Cas,1.2752637065
3825,3834,4732,228,,,,0.82054,-24.136672,57.9039,5.9,2.086,K0III,0.944,,,Cet,12.7526370646
3841,3849,4730,227,,,,0.823782,-13.561274,85.1064,5.59,0.94,K3III,1.325,,,Cet,36.6437574648
3871,3881,4727,226,,Nu  And,,0.830234,41.078911,189.3939,4.53,-1.857,B5V SB,-0.136,Nu,35,And,481.7259035592
3875,3885,4757,230,,,,0.831433,27.710286,88.574,5.55,0.813,F5III+...,0.398,,65,Psc,41.1907784868
3899,3909,4813,235,Gl 37,Phi 2 Cet,,0.835443,-10.644326,15.753,5.17,4.183,F7IV-V,0.514,Phi-2,19,Cet,1.8484171954
3939,3949,4919,242,,Rho Phe,,0.844768,-50.986816,74.239,5.24,0.887,F2III,0.356,Rho,,Phe,38.4768933894
3941,3951,4775,233,,,,0.845442,64.247549,196.0784,5.35,-1.112,A4V comp SB,0.528,,,Cas,242.5492857109
4095,4104,5098,247,,,,0.877951,-24.005844,171.2329,5.47,-0.698,K1III,1.275,,,Cet,165.6532649318
4137,4147,5112,248,,,,0.883471,-1.14426,179.8561,4.78,-1.495,M0III,1.55,,20,Cet,345.1437393359
4142,4151,5015,244,Gl 41,,,0.884511,61.12397,18.7441,4.8,3.436,F8V,0.54,,,Cas,3.6779007042
4190,4200,5276,257,,,,0.893839,-62.871352,218.3406,5.73,-0.966,M4III,1.574,,,Tuc,212.031311674
4257,4267,5267,254,,,,0.909785,19.188417,108.1081,5.8,0.631,A1Vn,-0.016,,66,Psc,48.7079666493
4273,4283,4853,240,,,,0.914667,83.707435,87.7193,5.59,0.875,A4V,0.105,,,Cep,38.9045144994
4278,4288,5286,258,,,,0.916139,23.628335,37.9795,5.46,2.562,K1IV,1.012,,36,And,8.2262139388
4282,4292,5234,253,,Ups 1 Cas,,0.916715,58.972698,100.7049,4.83,-0.185,K2III,1.216,Ups-1,26,Cas,103.2761405761
4283,4293,5457,270,,Lam 2 Tuc,,0.916751,-69.527084,68.0272,5.45,1.287,G7III,1.095,Lam-2,,Tuc,26.6195065115
4336,4346,5384,263,,,,0.928444,-7.347149,184.5018,5.88,-0.45,K5III,1.52,,,Cet,131.8256738556
4361,4371,5437,267,,Phi 3 Cet,,0.933747,-11.266526,168.9189,5.35,-0.788,K4III,1.505,Phi-3,22,Cet,179.9699516577
4412,4422,5395,265,,Ups 2 Cas,,0.944432,59.181056,61.2745,4.62,0.684,G8III-IV,0.957,Ups-2,28,Cas,46.3873966756
4417,4427,5394,264,,Gam Cas,Cih,0.945143,60.71674,168.3502,2.15,-3.981,B0IV:evar,-0.046,Gam,27,Cas,3407.2186165936
4426,4436,5448,269,,Mu  And,,0.945885,38.499345,39.7772,3.86,0.862,A5V,0.13,Mu,37,And,39.3731353701
4430,4440,5408,266,,,,0.946377,60.362836,165.0165,5.56,-0.528,B8V,-0.054,,,Cas,141.6445927239
4453,4463,5516,271,,Eta And,,0.953445,23.417648,70.4225,4.4,0.161,G8III-IV,0.94,Eta,38,And,75.0930942454
4500,4510,5575,274,,,,0.963931,28.992217,198.8072,5.44,-1.052,G6III,1.076,,68,Psc,229.5091476024
4542,4552,5608,275,,,,0.970615,33.950885,56.3698,5.99,2.235,K0,1,,,And,11.1173172728
4562,4572,5550,273,,,,0.975285,66.351793,107.4114,5.97,0.815,A0III,-0.008,,,Cas,41.1149721105
4567,4577,5737,280,,Alp Scl,,0.976766,-29.357449,238.0952,4.3,-2.584,B7IIIp,-0.154,Alp,,Scl,941.0224835268
4577,4587,5722,279,,Phi 4 Cet,,0.978852,-11.379975,98.0392,5.62,0.663,G7III,0.949,Phi-4,23,Cet,47.2933414919
4665,4675,5788,282,,,,1.000988,44.713243,119.0476,5.69,0.311,B9.5Vn,-0.01,,,And,65.4033509449
4760,4770,6055,288,,Xi  Scl,,1.02174,-38.916527,157.4803,5.59,-0.396,K1III,1.185,Xi,,Scl,125.4295892302
4842,4852,6178,293,,Sig Scl,,1.040674,-31.552005,71.2251,5.5,1.237,A1/A2IV,0.083,Sig,,Scl,27.8740452032
4879,4889,6118,291,,Sig Psc,,1.046971,31.804263,132.9787,5.5,-0.119,B9.5V,-0.043,Sig,69,Psc,97.185170294
4880,4890,6245,299,,,,1.046997,-46.397311,73.0994,5.39,1.07,G8III,0.9,,,Phe,32.5087297385
4893,4903,6116,290,,,,1.048407,41.345157,107.2961,5.95,0.797,A5m,0.161,,39,And,41.8022828954
4896,4906,6186,294,,Eps Psc,,1.049058,7.890135,55.7414,4.27,0.539,K0III,0.952,Eps,71,Psc,53.0151506678
4904,4914,6203,296,,,,1.050705,-4.836601,102.2495,5.4,0.352,K0III-IV,1.106,,25,Cet,62.979614793
4951,4962,6130,292,,,,1.06028,61.074823,613.4969,5.92,-3.019,F0II,0.512,,,Cas,1404.7531026969
4988,4998,6211,298,,,,1.06733,52.502161,326.7974,5.99,-1.581,K2,1.447,,,Cas,373.5940922588
5011,5021,6210,297,,,,1.072084,61.580184,80.7754,5.83,1.294,F6V,0.569,,,Cas,26.4484362685
5071,5081,6397,308,,,,1.084821,14.946133,54.5852,5.64,1.955,F4II-III,0.42,,72,Psc,14.3879857826
5121,5131,6456,310,,Psi 1 Psc,,1.094709,21.473181,84.317,5.33,0.7,A1Vn,0.003,Psi-1,74,Psc,45.7088189615
5122,5132,6457,311,,Psi 1 Psc,,1.094919,21.465442,85.9107,5.55,0.88,A0Vn,-0.048,Psi-1,74,Psc,38.7257644922
5154,5165,6595,322,,Bet Phe,,1.101407,-46.718414,100000,3.32,-16.68,G8IIIvar,0.885,Bet,,Phe,409260659.730011
5155,5164,6530,317,,,,1.10143,-9.839354,180.8318,5.58,-0.706,A1V,0.009,,28,Cet,166.8783511365
5257,5268,6793,332,,Iot Tuc,,1.121838,-61.775289,93.2836,5.36,0.511,G5III,0.884,Iot,,Tuc,54.4001378247
5285,5296,6706,329,,,,1.129502,-9.78555,47.1476,5.71,2.343,F7IV,0.446,,30,Cet,10.0646806644
5289,5300,6767,331,,Ups Phe,,1.129957,-41.486916,56.9476,5.21,1.433,A3V,0.159,Ups,,Phe,23.2701937885
5299,5310,6695,328,,Psi 2 Psc,,1.132544,20.739113,47.3037,5.56,2.186,A3V,0.121,Psi-2,79,Psc,11.6305432333
5306,5317,6658,324,,,,1.133559,43.942092,58.9623,5.04,1.187,A3m,0.109,,41,And,29.187708482
5325,5336,6582,321,Gl 53A,Mu  Cas,,1.137477,54.92034,7.554,5.17,5.779,G5Vp,0.704,Mu,30,Cas,0.4250108332
5335,5346,6763,330,,,,1.1395,5.649819,35.2113,5.51,2.777,F0III-IV,0.334,,80,Psc,6.7483873087
5337,5348,6882,338,,Zet Phe,,1.139742,-55.24576,91.5751,3.94,-0.869,B6V + B0V,-0.12,Zet,,Phe,193.9099078615
5350,5361,6676,326,,,,1.142627,58.263449,184.8429,5.77,-0.564,B8V,-0.019,,,Cas,146.4198642935
5353,5364,6805,334,NN 3075,Eta Cet,,1.143164,-10.182264,37.9939,3.46,0.561,K2III,1.161,Eta,31,Cet,51.9517283011
5361,5372,5848,285,,,,1.145613,86.25709,85.9107,4.24,-0.43,K2II-III,1.213,,,Cep,129.419584145
5423,5434,6811,335,,Phi And,,1.158368,47.241792,219.7802,4.26,-2.45,B7III,0.012,Phi,42,And,831.7637711027
5436,5447,6860,337,Gl 53.3,Bet And,Mirach,1.162194,35.620558,60.5327,2.07,-1.84,M0IIIvar,1.576,Bet,43,And,474.2419852602
5443,5454,6903,339,,Psi 3 Psc,,1.163667,19.658408,115.4734,5.57,0.258,G0III,0.697,Psi-3,81,Psc,68.6752106149
5482,5493,6920,340,,,,1.17188,42.081475,52.2739,5.67,2.079,F8V,0.603,,44,And,12.8351219684
5483,5494,6953,341,,,,1.17207,25.457763,120.7729,5.81,0.4,K5III,1.466,,,Psc,60.2559586074
5498,5510,7014,347,,,,1.175987,2.44567,235.2941,5.97,-0.888,K4III,1.491,,33,Cet,197.3331279537
5506,5518,6829,336,,,,1.177579,68.778621,84.8896,5.32,0.676,A0Vnn,-0.014,,31,Cas,46.7304539632
5530,5542,6961,343,,The Cas,,1.185017,55.149901,40.95,4.34,1.279,A7Vvar,0.17,The,33,Cas,26.8163706676
5532,5544,7034,349,,,,1.185213,31.424736,147.2754,5.15,-0.691,F0V,0.261,,82,Psc,164.5886943219
5537,5550,7019,348,,,,1.186189,37.724121,242.1308,5.8,-1.12,B7III-IV,-0.095,,45,And,244.3430552694
5554,5566,6960,342,,,,1.190428,64.202677,124.0695,5.56,0.092,B9.5V,-0.052,,,Cas,80.0202677119
5559,5571,7087,351,,Chi Psc,,1.190894,21.03465,117.6471,4.66,-0.693,K0III,1.024,Chi,84,Psc,164.8921573151
5574,5586,7106,352,,Tau Psc,,1.194342,30.089638,51.7598,4.51,0.94,K0III-IV...,1.092,Tau,83,Psc,36.6437574648
5577,5589,6972,345,,,,1.194829,65.018854,119.0476,5.57,0.191,B9IV,-0.072,,32,Cas,73.046598952
5582,5594,7147,353,,,,1.195419,-2.251079,171.8213,5.93,-0.245,K4III,1.403,,34,Cet,109.1440336449
5614,5626,6798,333,,,,1.204601,79.673963,82.85,5.6,1.009,A3V,0.008,,,Cep,34.3874522229
5649,5661,7312,359,,,,1.212616,-37.856479,69.3963,5.95,1.743,A9IV: (+F/G),0.281,,,Scl,17.4904103997
5725,5737,7344,361,,Zet Psc,,1.228857,7.575354,53.3049,5.21,1.576,A7IV,0.32,Zet,86,Psc,20.3985830027
5730,5742,7318,360,,Phi Psc,,1.229152,24.583713,136.7989,4.67,-1.01,K0III...,1.047,Phi,85,Psc,220.8004733019
5766,5778,7374,364,,,,1.235453,16.133479,139.47,5.97,0.248,B8III,-0.082,,87,Psc,69.310654515
5786,5799,7439,366,Gl 54.2A,,,1.240011,-7.922826,23.3863,5.14,3.295,F5V,0.448,,37,Cet,4.1879356512
5820,5833,7476,368,,,,1.246992,-0.973795,42.9185,5.7,2.537,F5V,0.428,,38,Cet,8.4178270766
5849,5862,7570,370,Gl 55,Nu  Phe,,1.253043,-45.531664,15.1149,4.97,4.073,F8V,0.571,Nu,,Phe,2.0455024311
5884,5896,7788,377,Gl 55.3A,Kap Tuc,,1.262704,-68.875927,20.9556,4.25,2.643,F6IV,0.48,Kap,,Tuc,7.6348410518
5913,5926,7389,365,,,,1.269972,71.743842,847.4576,5.87,-3.771,K1V,2.042,,,Cas,2808.0187281166
5939,5951,7672,373,,,,1.276747,-2.500368,80.5802,5.42,0.889,G5III-IVe,0.888,,39,Cet,38.4060815726
6048,6061,7804,378,,,,1.296654,3.614466,75.3012,5.13,0.746,A3V,0.071,,89,Psc,43.8126982022
6179,6193,7964,383,,Ups Psc,,1.324443,27.264059,94.4287,4.74,-0.136,A3V,0.032,Ups,90,Psc,98.7188301068
6212,6226,8036,385,,,,1.330082,-0.509029,100.7049,5.87,0.855,A7V...,0.635,,42,Cet,39.6278034255
6228,6242,7927,382,,Phi Cas,,1.334699,58.231611,100000,4.95,-15.05,F0Ia,0.683,Phi,34,Cas,91201083.935591
6301,6315,8126,389,,,,1.352047,28.738207,107.4114,5.23,0.075,K5III,1.396,,91,Psc,81.2830516164
6397,6411,8207,390,,Xi  And,,1.372337,45.528778,65.7462,4.87,0.781,K0III-IV,1.077,Xi,46,And,42.4228654923
6478,6492,8388,397,,,,1.390264,20.468967,306.7485,5.97,-1.464,K5,1.677,,,Psc,335.4285308327
6488,6502,8498,400,,,,1.391933,-30.945617,299.4012,5.84,-1.541,M0III,1.612,,,Scl,360.0808291735
6500,6514,8374,395,,,,1.394612,37.714943,63.857,5.6,1.574,A1m,0.276,,47,And,20.4361932108
6523,6537,8512,402,,The Cet,,1.40039,-8.183257,34.8918,3.6,0.886,K0III,1.065,The,45,Cet,38.5123482429
6550,6564,8556,404,,,,1.405695,-6.914656,46.6418,5.92,2.576,F4V,0.407,,,Cet,8.1208221625
6578,6592,8651,408,,,,1.411329,-41.492549,72.2543,5.42,1.126,K0III,1.03,,,Phe,30.8745047559
6617,6631,8810,420,,,,1.418136,-64.369478,277.0083,5.92,-1.292,M0III,1.561,,,Hyi,286.2859270872
6656,6670,8705,412,,,,1.427009,-14.598796,88.1834,4.9,0.173,K2III,1.231,,46,Cet,74.2677043715
